Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3,0.045802,1.374046,-1.083969,-0.807617,0.123169,0.560059,0,0,0
6,-0.122137,1.343511,-1.19084,-0.807983,0.118652,0.562622,0,0,0
9,-0.076336,1.328244,-1.389313,-0.807617,0.118774,0.562256,0,0,0
12,-0.152672,1.480916,-1.709924,-0.813354,0.11731,0.565308,0,0,0
15,-0.183206,1.51145,-1.832061,-0.811523,0.11853,0.564087,0,0,0
18,-0.305344,1.557252,-2.030534,-0.814209,0.11731,0.565552,0,0,0
21,-0.320611,1.450382,-2.21374,-0.819702,0.118652,0.569458,0,0,0
24,-0.412214,1.435115,-2.381679,-0.815674,0.119263,0.56604,0,0,0
27,-0.564885,1.40458,-2.641221,-0.81958,0.122437,0.569946,0,0,0
30,-0.854962,1.465649,-3.068702,-0.821045,0.122681,0.572144,0,0,0
33,-0.870229,1.465649,-3.312977,-0.81897,0.123779,0.568115,0,0,0
36,-1.465649,1.419847,-3.679389,-0.818604,0.123291,0.56665,0,0,0
39,-1.587786,1.40458,-4.015267,-0.815796,0.125732,0.568359,0,0,0
42,-1.847328,1.450382,-4.10687,-0.815552,0.122803,0.568726,0,0,0
45,-2.167939,1.480916,-4.320611,-0.814209,0.119873,0.566162,0,0,0
48,-1.984733,1.572519,-4.519084,-0.807983,0.115967,0.567871,0,0,0
51,-2.030534,1.618321,-4.549618,-0.8125,0.115723,0.566162,0,0,0
54,-1.954198,1.694656,-4.717557,-0.810425,0.11731,0.564941,0,0,0
57,-2.167939,1.862595,-4.931298,-0.810059,0.122314,0.561279,0,0,0
60,-2.427481,2.122137,-5.206107,-0.807373,0.120117,0.560181,0,0,0
63,-2.564885,2.259542,-5.389313,-0.809814,0.118286,0.560425,0,0,0
66,-2.458015,2.351145,-5.541985,-0.805298,0.11853,0.564697,0,0,0
69,-2.610687,2.503817,-5.89313,-0.806396,0.120361,0.564941,0,0,0
