Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
101,6.580153,3.236641,-11.328244,-0.737671,0.166504,0.648315,0,0,0
104,5.801527,3.40458,-11.19084,-0.735962,0.151001,0.649658,0,0,0
107,7.282443,3.954198,-10.290076,-0.738892,0.15918,0.641602,0,0,0
110,7.801527,4.152672,-9.29771,-0.733643,0.142822,0.653687,0,0,0
113,7.603053,4.473282,-11.083969,-0.745728,0.17749,0.659546,0,0,0
116,6.778626,4.854962,-9.679389,-0.755615,0.218506,0.64856,0,0,0
119,11.877863,4.335878,-4.641221,-0.724854,0.174805,0.635742,0,0,0
122,13.51145,4.671756,-8.519084,-0.716675,0.147705,0.641602,0,0,0
125,9.541985,5.664122,-10.152672,-0.752075,0.199463,0.667725,0,0,0
128,11.068702,5.679389,-5.221374,-0.733032,0.214355,0.644409,0,0,0
131,8.885496,6.045802,-7.694656,-0.729248,0.18689,0.628296,0,0,0
134,9.496183,6.10687,-6.870229,-0.726929,0.199219,0.644897,0,0,0
137,8.778626,6.580153,-6.870229,-0.727173,0.200684,0.636353,0,0,0
140,9.435115,6.396947,-10,-0.744263,0.15625,0.651855,0,0,0
143,8.900763,6.656489,-4.366412,-0.726562,0.200562,0.658325,0,0,0
146,6.610687,7.389313,-7.328244,-0.742798,0.191284,0.646362,0,0,0
149,11.496183,7.633588,-1.648855,-0.723633,0.206909,0.647583,0,0,0
152,10.442748,7.282443,-4.152672,-0.736938,0.165771,0.639404,0,0,0
155,7.083969,8.030534,-7.40458,-0.744263,0.192505,0.6521,0,0,0
158,2.625954,7.78626,-7.969466,-0.743408,0.157104,0.654175,0,0,0
161,2.381679,8.229008,-8.015267,-0.749146,0.126343,0.648438,0,0,0
164,9.419847,8.839695,-3.664122,-0.737915,0.172974,0.647095,0,0,0
167,13.389313,9.526718,-0.916031,-0.720093,0.176392,0.636475,0,0,0
170,10.824427,10.229008,-5.282443,-0.751099,0.177246,0.649414,0,0,0
173,9.740458,9.847328,-2.992366,-0.748657,0.174561,0.649658,0,0,0
176,7.129771,10.70229,-4.076336,-0.736694,0.163208,0.63562,0,0,0
179,6.900763,11.633588,-5.312977,-0.748901,0.152466,0.669189,0,0,0
182,8.824427,12.580153,-4.061069,-0.741699,0.155396,0.658569,0,0,0
185,12.122137,14.244275,-0.732824,-0.730225,0.216431,0.641846,0,0,0
188,11.053435,14.549618,-2.748092,-0.748779,0.192017,0.633301,0,0,0
191,8.656489,14.381679,-3.908397,-0.763672,0.197632,0.64209,0,0,0
194,6.091603,15.328244,-1.832061,-0.726074,0.193115,0.658569,0,0,0
197,2.473282,16.274809,-7.938931,-0.769287,0.144897,0.632202,0,0,0
200,3.496183,14.946565,-7.832061,-0.756104,0.12207,0.634399,0,0,0
