Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
128,2.671756,-0.244275,2.137405,-0.614746,0.129639,0.786987,0,0,0
131,2.458015,-0.458015,2.442748,-0.610718,0.128296,0.787598,0,0,0
134,2.732824,-0.549618,1.984733,-0.613525,0.128662,0.785522,0,0,0
137,2.625954,-0.687023,2.244275,-0.613037,0.129517,0.783691,0,0,0
140,2.610687,-0.503817,1.908397,-0.610352,0.128418,0.786255,0,0,0
143,2.427481,-0.59542,1.816794,-0.615479,0.137207,0.789062,0,0,0
146,2.198473,-0.854962,2.290076,-0.612427,0.13269,0.787842,0,0,0
149,2.167939,-0.656489,2,-0.61499,0.13916,0.789062,0,0,0
152,2.167939,-0.900763,2.167939,-0.612183,0.140137,0.785278,0,0,0
155,2,-0.763359,2.274809,-0.610229,0.137695,0.786377,0,0,0
158,2.045802,-1.007634,2.305344,-0.607056,0.137573,0.783081,0,0,0
161,1.862595,-0.931298,2.564885,-0.606812,0.140381,0.7854,0,0,0
164,1.709924,-1.022901,2.625954,-0.599609,0.138916,0.780884,0,0,0
167,1.480916,-1.022901,2.274809,-0.603882,0.139893,0.781494,0,0,0
170,1.145038,-1.068702,2.137405,-0.599121,0.140869,0.783936,0,0,0
173,0.671756,-1.175573,2.412214,-0.601074,0.140991,0.778931,0,0,0
176,0.503817,-1.236641,2.580153,-0.596558,0.136475,0.782593,0,0,0
179,0.442748,-1.251908,2.244275,-0.602051,0.135254,0.782349,0,0,0
182,0.48855,-1.19084,2.458015,-0.598267,0.131104,0.784424,0,0,0
185,0.641221,-1.053435,2.427481,-0.601562,0.131836,0.777466,0,0,0
188,0.931298,-1.068702,2.503817,-0.602051,0.126343,0.777832,0,0,0
191,1.206107,-0.961832,2.503817,-0.598999,0.131348,0.779175,0,0,0
194,1.572519,-0.854962,2.290076,-0.602539,0.134644,0.775391,0,0,0
197,1.587786,-0.70229,2.305344,-0.598511,0.142212,0.780884,0,0,0
200,1.267176,-0.519084,2.183206,-0.602173,0.143921,0.779297,0,0,0
203,0.778626,-0.442748,2.167939,-0.597778,0.146118,0.775024,0,0,0
206,0.48855,-0.396947,2.244275,-0.598755,0.148682,0.776978,0,0,0
209,0.259542,-0.305344,2.564885,-0.599487,0.154541,0.773804,0,0,0
212,0.229008,-0.10687,2.641221,-0.598999,0.153076,0.773071,0,0,0
215,0.21374,0.061069,2.931298,-0.5979,0.153076,0.774536,0,0,0
218,0.274809,0.259542,3.114504,-0.595581,0.153076,0.775757,0,0,0
221,0.137405,0.396947,3.236641,-0.595459,0.155151,0.770752,0,0,0
224,0.10687,0.80916,3.236641,-0.593506,0.155884,0.775146,0,0,0
227,0.061069,1.145038,3.572519,-0.589355,0.152344,0.76123,0,0,0
230,0.137405,1.221374,4.061069,-0.594116,0.152832,0.763428,0,0,0
233,0.137405,1.587786,4.152672,-0.59375,0.153442,0.771484,0,0,0
236,0.427481,2.061069,4.183206,-0.587769,0.145142,0.762573,0,0,0
239,0.274809,2.152672,4.442748,-0.589478,0.144531,0.764282,0,0,0
242,0.381679,2.351145,4.59542,-0.593994,0.140137,0.767822,0,0,0
245,0.244275,2.824427,4.427481,-0.594604,0.140869,0.780151,0,0,0
248,0.10687,2.854962,5.083969,-0.595093,0.131958,0.777954,0,0,0
251,0.59542,2.946565,4.885496,-0.599243,0.131958,0.783813,0,0,0
254,0.732824,3.129771,5.053435,-0.595459,0.128784,0.78479,0,0,0
1,1.29771,3.526718,4.931298,-0.593994,0.128296,0.783936,0,0,0
4,1.450382,3.374046,5.236641,-0.599487,0.124756,0.789185,0,0,0
7,1.740458,3.618321,4.442748,-0.603271,0.127441,0.789795,0,0,0
10,1.740458,3.145038,4.610687,-0.599121,0.129272,0.789185,0,0,0
13,1.358779,3.374046,3.984733,-0.606445,0.136841,0.793213,0,0,0
16,0.625954,3.450382,4.229008,-0.607056,0.141968,0.79541,0,0,0
19,0.793893,3.19084,4.610687,-0.607666,0.12915,0.792603,0,0,0
22,0.793893,3.832061,3.19084,-0.611694,0.141724,0.799072,0,0,0
25,0.610687,3.129771,4.458015,-0.603516,0.133667,0.799194,0,0,0
28,1.129771,3.389313,4.061069,-0.602539,0.136719,0.794678,0,0,0
31,1.251908,3.328244,3.648855,-0.609253,0.144409,0.802856,0,0,0
34,0.946565,3.480916,3.633588,-0.605103,0.146484,0.806274,0,0,0
