Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
232,-3.358779,-3.358779,14.48855,-0.589722,0.085693,0.795166,0,0,0
235,-3.526718,-3.29771,14.458015,-0.590332,0.09082,0.795898,0,0,0
238,-3.78626,-3.206107,14.442748,-0.59082,0.091553,0.797241,0,0,0
241,-4.48855,-3.221374,14.335878,-0.589111,0.09668,0.798584,0,0,0
244,-4.70229,-3.19084,14.21374,-0.591675,0.091675,0.798218,0,0,0
247,-4.687023,-3.282443,14,-0.591064,0.088135,0.798706,0,0,0
250,-4.992366,-3.160305,13.908397,-0.589844,0.090332,0.800293,0,0,0
253,-4.900763,-3.038168,14.061069,-0.59021,0.085083,0.799927,0,0,0
0,-4.80916,-2.839695,14.091603,-0.589355,0.081055,0.801758,0,0,0
3,-4.320611,-2.671756,13.984733,-0.591431,0.084106,0.802856,0,0,0
6,-4.48855,-2.396947,14.152672,-0.589111,0.0896,0.800415,0,0,0
9,-4.473282,-2.167939,14.21374,-0.58728,0.081665,0.801514,0,0,0
12,-4.519084,-1.740458,14.473282,-0.588623,0.079834,0.800903,0,0,0
15,-4.244275,-1.740458,14.564885,-0.585205,0.074219,0.805542,0,0,0
18,-3.725191,-1.328244,14.732824,-0.590088,0.078735,0.800659,0,0,0
21,-3.160305,-1.083969,14.824427,-0.587158,0.076782,0.799805,0,0,0
24,-3.083969,-0.732824,15.160305,-0.588745,0.076782,0.801758,0,0,0
27,-2.977099,-0.473282,15.526718,-0.585571,0.077026,0.802979,0,0,0
30,-2.290076,-0.320611,15.740458,-0.584961,0.080811,0.802002,0,0,0
